Method_Call_No,Suspiciousness,Ranking
1,0.007462686567164179,5
2,0.0,19
3,0.0,19
4,0.0,19
5,0.0,19
6,0.0,19
7,0.0,19
8,0.0,19
9,0.0,19
10,0.00684931506849315,11
11,0.0,19
12,0.006024096385542169,13
13,0.0003161555485298767,18
14,0.00034674063800277393,17
15,0.004201680672268907,14
16,0.0,19
17,0.0,19
18,0.0,19
19,0.14285714285714285,1
20,0.0,19
21,0.0,19
22,0.0,19
23,0.0,19
24,0.00847457627118644,2
25,0.00847457627118644,2
26,0.0,19
27,0.0,19
28,0.00847457627118644,2
29,0.00847457627118644,2
30,0.14285714285714285,1
31,0.0,19
32,0.0,19
33,0.0,19
34,0.0014947683109118087,16
35,0.0,19
36,0.0,19
37,0.0,19
38,0.0,19
39,0.0,19
40,0.0,19
41,0.0,19
42,0.0,19
43,0.0,19
44,0.0,19
45,0.0,19
46,0.0,19
47,0.0,19
48,0.0,19
49,0.0,19
50,0.0,19
51,0.0,19
52,0.0,19
53,0.0,19
54,0.0,19
55,0.0,19
56,0.0,19
57,0.0,19
58,0.0,19
59,0.0,19
60,0.0,19
61,0.0,19
62,0.0,19
63,0.0,19
64,0.0,19
65,0.0,19
66,0.0,19
67,0.0,19
68,0.0,19
69,0.0,19
70,0.0,19
71,0.0,19
72,0.0,19
73,0.0,19
74,0.0,19
75,0.0,19
76,0.0,19
77,0.0,19
78,0.0,19
79,0.0,19
80,0.0,19
81,0.0,19
82,0.0,19
83,0.0,19
84,0.0,19
85,0.0,19
86,0.0,19
87,0.0,19
88,0.0,19
89,0.0,19
90,0.0,19
91,0.0,19
92,0.0,19
93,0.0,19
94,0.0,19
95,0.0,19
96,0.0,19
97,0.0,19
98,0.0,19
99,0.0,19
100,0.0,19
101,0.0,19
102,0.0,19
103,0.0,19
104,0.0,19
105,0.0,19
106,0.0,19
107,0.0,19
108,0.0,19
109,0.0070921985815602835,8
110,0.007246376811594203,6
111,0.0,19
112,0.0,19
113,0.0,19
114,0.0,19
115,0.0,19
116,0.0,19
117,0.0,19
118,0.0,19
119,0.0,19
120,0.006993006993006993,10
121,0.007142857142857143,7
122,0.0,19
123,0.0,19
124,0.0,19
125,0.0,19
126,0.0,19
127,0.0,19
128,0.0,19
129,0.0,19
130,0.0,19
131,0.0,19
132,0.0,19
133,0.0,19
134,0.0,19
135,0.0,19
136,0.0,19
137,0.0,19
138,0.0,19
139,0.0,19
140,0.0,19
141,0.0,19
142,0.0,19
143,0.0,19
144,0.0,19
145,0.0,19
146,0.0,19
147,0.0,19
148,0.0,19
149,0.0,19
150,0.0,19
151,0.0,19
152,0.0,19
153,0.0,19
154,0.0,19
155,0.0,19
156,0.0,19
157,0.0,19
158,0.0,19
159,0.0,19
160,0.0,19
161,0.0,19
162,0.0,19
163,0.0,19
164,0.0,19
165,0.0,19
166,0.0,19
167,0.0,19
168,0.0,19
169,0.0,19
170,0.0,19
171,0.0,19
172,0.0,19
173,0.0,19
174,0.0,19
175,0.0,19
176,0.0,19
177,0.0,19
178,0.0,19
179,0.0,19
180,0.0,19
181,0.0,19
182,0.0,19
183,0.0,19
184,0.0,19
185,0.0,19
186,0.0,19
187,0.0070921985815602835,8
188,0.007246376811594203,6
189,0.0,19
190,0.0,19
191,0.0,19
192,0.0,19
193,0.0,19
194,0.0,19
195,0.0,19
196,0.0,19
197,0.0,19
198,0.007042253521126761,9
199,0.007246376811594203,6
200,0.0,19
201,0.0,19
202,0.0,19
203,0.0,19
204,0.0,19
205,0.0,19
206,0.0,19
207,0.0,19
208,0.0,19
209,0.0,19
210,0.0,19
211,0.0,19
212,0.0,19
213,0.0,19
214,0.0,19
215,0.0,19
216,0.0,19
217,0.0,19
218,0.0,19
219,0.0,19
220,0.0,19
221,0.0,19
222,0.0,19
223,0.0,19
224,0.0,19
225,0.0,19
226,0.0,19
227,0.0,19
228,0.0,19
229,0.0,19
230,0.0,19
231,0.0,19
232,0.0,19
233,0.0,19
234,0.0,19
235,0.0,19
236,0.00847457627118644,2
237,0.0,19
238,0.0,19
239,0.0,19
240,0.008,4
241,0.006993006993006993,10
242,0.006993006993006993,10
243,0.0,19
244,0.0,19
245,0.0,19
246,0.0,19
247,0.0,19
248,0.0,19
249,0.0,19
250,0.0,19
251,0.0,19
252,0.0,19
253,0.0,19
254,0.0,19
255,0.0,19
256,0.007042253521126761,9
257,0.007042253521126761,9
258,0.0,19
259,0.007042253521126761,9
260,0.0,19
261,0.0,19
262,0.0,19
263,0.0,19
264,0.0,19
265,0.0,19
266,0.0,19
267,0.0,19
268,0.0,19
269,0.0,19
270,0.0,19
271,0.00847457627118644,2
272,0.0,19
273,0.00847457627118644,2
274,0.004081632653061225,15
275,0.00847457627118644,2
276,0.0,19
277,0.006802721088435374,12
278,0.0070921985815602835,8
279,0.008403361344537815,3
280,0.008403361344537815,3
281,0.0,19
282,0.0,19
283,0.0,19
284,0.0,19
285,0.0,19
286,0.0,19
287,0.0,19
288,0.0,19
289,0.0,19
290,0.0,19
291,0.0,19
292,0.0,19
