Method_Call_No,Suspiciousness,Ranking
1,0.01316872427983539,30
2,0.0,121
3,0.0015600624024961,114
4,0.007594936708860759,74
5,0.0,121
6,0.0,121
7,0.011968085106382979,43
8,0.0,121
9,0.0,121
10,0.0,121
11,0.0,121
12,0.0,121
13,0.0,121
14,0.0,121
15,0.0,121
16,0.0,121
17,0.004739336492890996,87
18,0.0015600624024961,114
19,0.0,121
20,0.0,121
21,0.0014749262536873156,118
22,0.0015174506828528073,116
23,0.0015082956259426848,117
24,0.014828544949026877,28
25,0.001445086705202312,119
26,0.001445086705202312,119
27,0.011264080100125156,57
28,0.011494252873563218,53
29,0.0015432098765432098,115
30,0.0124804992199688,36
31,0.015080113100848256,24
32,0.015180265654648957,18
33,0.0,121
34,0.007920792079207921,71
35,0.0,121
36,0.0,121
37,0.004140786749482402,93
38,0.0029069767441860465,103
39,0.0,121
40,0.0,121
41,0.0,121
42,0.004273504273504274,92
43,0.0,121
44,0.0,121
45,0.0,121
46,0.0,121
47,0.0,121
48,0.0,121
49,0.0,121
50,0.0,121
51,0.0,121
52,0.0,121
53,0.0,121
54,0.0,121
55,0.0,121
56,0.015180265654648957,18
57,0.011811023622047244,46
58,0.012622720897615708,33
59,0.0,121
60,0.0,121
61,0.0,121
62,0.0,121
63,0.011904761904761904,44
64,0.0,121
65,0.0,121
66,0.011523687580025609,51
67,0.0,121
68,0.0,121
69,0.0,121
70,0.0026041666666666665,108
71,0.0,121
72,0.0,121
73,0.0,121
74,0.015180265654648957,18
75,0.002770083102493075,106
76,0.0,121
77,0.015122873345935728,21
78,0.0,121
79,0.0,121
80,0.0,121
81,0.0,121
82,0.0,121
83,0.011111111111111112,58
84,0.0,121
85,0.011111111111111112,58
86,0.0,121
87,0.0,121
88,0.0,121
89,0.0,121
90,0.0,121
91,0.0,121
92,0.0,121
93,0.0,121
94,0.0,121
95,0.004629629629629629,90
96,0.0,121
97,0.0,121
98,0.0045045045045045045,91
99,0.0,121
100,0.0,121
101,0.004651162790697674,89
102,0.0,121
103,0.0,121
104,0.0,121
105,0.0,121
106,0.0,121
107,0.0,121
108,0.015194681861348529,17
109,0.011873350923482849,45
110,0.0,121
111,0.0025974025974025974,109
112,0.0,121
113,0.010869565217391304,59
114,0.0,121
115,0.0,121
116,0.011553273427471117,49
117,0.0,121
118,0.0,121
