Method_Call_No,Suspiciousness,Ranking
1,0.2857142857142857,1
2,0.058823529411764705,5
3,0.0,6
4,0.0,6
5,0.058823529411764705,5
6,0.058823529411764705,5
7,0.0,6
8,0.0,6
9,0.0,6
10,0.0,6
11,0.0,6
12,0.2857142857142857,1
13,0.058823529411764705,5
14,0.08695652173913043,3
15,0.0,6
16,0.0,6
17,0.058823529411764705,5
18,0.07142857142857142,4
19,0.0,6
20,0.16666666666666666,2
21,0.16666666666666666,2
22,0.16666666666666666,2
23,0.0,6
24,0.16666666666666666,2
25,0.0,6
26,0.058823529411764705,5
27,0.058823529411764705,5
28,0.058823529411764705,5
