Method_Call_No,Suspiciousness,Ranking
1,0.02,8
2,0.0,59
3,0.005154639175257732,37
4,0.0,59
5,0.0,59
6,0.00425531914893617,47
7,0.0,59
8,0.0,59
9,0.0,59
10,0.0,59
11,0.14285714285714285,1
12,0.0,59
13,0.0,59
14,0.022222222222222223,5
15,0.005154639175257732,37
16,0.005,39
17,0.005128205128205128,38
18,0.005263157894736842,36
19,0.0,59
20,0.022222222222222223,5
21,0.0,59
22,0.0,59
23,0.01694915254237288,11
24,0.013651877133105802,19
25,0.006993006993006993,28
26,0.0,59
27,0.0070921985815602835,27
28,0.0,59
29,0.0,59
30,0.0,59
31,0.0,59
32,0.0,59
33,0.0,59
34,0.0,59
35,0.0,59
36,0.0,59
37,0.022222222222222223,5
38,0.0,59
39,0.0,59
40,0.0,59
41,0.0,59
42,0.022222222222222223,5
43,0.0,59
44,0.013651877133105802,19
45,0.004149377593360996,50
46,0.007194244604316547,26
47,0.0,59
48,0.005681818181818182,33
49,0.0,59
50,0.004219409282700422,48
51,0.0,59
52,0.0,59
53,0.003968253968253968,55
54,0.0,59
55,0.0,59
56,0.015037593984962405,14
57,0.015037593984962405,14
58,0.0048543689320388345,43
59,0.004201680672268907,49
60,0.0,59
61,0.0,59
62,0.0,59
63,0.0,59
64,0.0,59
65,0.0,59
66,0.0,59
67,0.0,59
68,0.0,59
69,0.0,59
70,0.003952569169960474,56
71,0.004878048780487805,42
72,0.0,59
73,0.0,59
74,0.004,53
75,0.0,59
76,0.0,59
77,0.0,59
78,0.0,59
79,0.0,59
80,0.0,59
81,0.03333333333333333,3
82,0.0,59
83,0.0,59
84,0.0,59
85,0.00390625,58
86,0.0,59
87,0.0,59
88,0.004032258064516129,52
89,0.004784688995215311,44
90,0.0,59
91,0.0049261083743842365,40
92,0.0,59
93,0.0,59
94,0.0049261083743842365,40
95,0.0,59
96,0.0,59
97,0.0,59
98,0.00425531914893617,47
99,0.007692307692307693,22
100,0.0,59
101,0.0,59
102,0.013651877133105802,19
103,0.00425531914893617,47
104,0.007407407407407408,24
105,0.0,59
106,0.0,59
107,0.0,59
108,0.0,59
109,0.0,59
110,0.0,59
111,0.0,59
112,0.0,59
113,0.0,59
114,0.0,59
115,0.0,59
116,0.0,59
117,0.08,2
118,0.03333333333333333,3
119,0.0213903743315508,7
120,0.0213903743315508,7
121,0.0,59
122,0.0,59
123,0.0,59
124,0.0,59
125,0.0,59
126,0.015037593984962405,14
127,0.0,59
128,0.0,59
129,0.0,59
130,0.0,59
131,0.0,59
132,0.0,59
133,0.0,59
134,0.0,59
135,0.0,59
136,0.0,59
137,0.0,59
138,0.0,59
139,0.0,59
140,0.0,59
