Metric results for commons-math3 at 6/23/18 2:21 AM

Abstractness,11.8%
Afferent Couplings,0
Average Block Depth,1.18
    minimum,0
    maximum,10
Average Cyclomatic Complexity,2.03
    minimum,1
    maximum,140
Average Depth of Inheritance Hierarchy,2.48
    minimum,1
    maximum,9
Average Lines Of Code Per Method,11.06
    minimum,1
    maximum,637
Average Number of Constructors Per Type,0.78
    minimum,0
    maximum,17
Average Number of Fields Per Type,1.58
    minimum,0
    maximum,313
Average Number of Methods Per Type,5.59
    minimum,0
    maximum,127
Average Number of Parameters,0.77
    minimum,0
    maximum,14
Average Number of Subtypes,0.68
    minimum,0
    maximum,104
Comments Ratio,14.7%
Difficulty,306.12
Distance,0.15
Efferent Couplings,"1,095"
Effort,"2,972,403,776.42"
Instability,1.00
Lines of Code,"152,798"
Number of Characters,"10,754,896"
Number of Comments,"22,556"
    end-of-line,9384
    multi-line,1766
    javadoc,11406
Number of Constructors,"1,474"
    public,1213
    protected,118
    package,81
    private,62
Number of Fields,"4,008"
    instance,2961
        public,0
        protected,451
        package,482
        private,2028
    static,1047
        public,184
        protected,22
        package,19
        private,822
    public,184
        instance,0
        static,184
    protected,473
        instance,451
        static,22
    package,501
        instance,482
        static,19
    private,2850
        instance,2028
        static,822
Number of Lines,"275,301"
Number of Methods,"10,495"
    instance,9750
        public,8027
        protected,519
        package,560
        private,644
    static,745
        public,517
        protected,32
        package,18
        private,178
    public,8544
        instance,8027
        static,517
    protected,551
        instance,519
        static,32
    package,578
        instance,560
        static,18
    private,822
        instance,644
        static,178
Number of Operands,"438,178"
Number of Operators,"198,943"
Number of Packages,127
    compilation units,1194
        minimum,0
        average,9
        maximum,65
    class files,0
        minimum,0
        average,0
        maximum,0
Number of Semicolons,"81,421"
Number of Types,"1,876"
    interface,128
        public,125
        protected,0
        package,0
        private,3
    class,1748
        public,1025
        protected,6
        package,462
        private,255
    public,1150
        interface,125
        class,1025
    protected,6
        interface,0
        class,6
    package,462
        interface,0
        class,462
    private,258
        interface,3
        class,255
Number of Unique Operands,"38,647"
Number of Unique Operators,54
Program Length,"637,121"
Program Vocabulary,"38,701"
Program Volume,"9,709,777.06"
Weighted Methods,"24,419"
