Metric results for commons-math3 at 6/23/18 2:14 AM

Abstractness,11.8%
Afferent Couplings,0
Average Block Depth,1.18
    minimum,0
    maximum,10
Average Cyclomatic Complexity,2.03
    minimum,1
    maximum,140
Average Depth of Inheritance Hierarchy,2.48
    minimum,1
    maximum,9
Average Lines Of Code Per Method,11.06
    minimum,1
    maximum,637
Average Number of Constructors Per Type,0.78
    minimum,0
    maximum,17
Average Number of Fields Per Type,1.58
    minimum,0
    maximum,313
Average Number of Methods Per Type,5.59
    minimum,0
    maximum,127
Average Number of Parameters,0.77
    minimum,0
    maximum,14
Average Number of Subtypes,0.68
    minimum,0
    maximum,104
Comments Ratio,14.7%
Difficulty,306.13
Distance,0.15
Efferent Couplings,"1,095"
Effort,"2,973,067,687.06"
Instability,1.00
Lines of Code,"152,836"
Number of Characters,"10,757,134"
Number of Comments,"22,563"
    end-of-line,9390
    multi-line,1766
    javadoc,11407
Number of Constructors,"1,473"
    public,1212
    protected,118
    package,81
    private,62
Number of Fields,"4,008"
    instance,2961
        public,0
        protected,451
        package,482
        private,2028
    static,1047
        public,184
        protected,22
        package,19
        private,822
    public,184
        instance,0
        static,184
    protected,473
        instance,451
        static,22
    package,501
        instance,482
        static,19
    private,2850
        instance,2028
        static,822
Number of Lines,"275,358"
Number of Methods,"10,497"
    instance,9752
        public,8028
        protected,519
        package,560
        private,645
    static,745
        public,517
        protected,32
        package,18
        private,178
    public,8545
        instance,8028
        static,517
    protected,551
        instance,519
        static,32
    package,578
        instance,560
        static,18
    private,823
        instance,645
        static,178
Number of Operands,"438,257"
Number of Operators,"198,981"
Number of Packages,127
    compilation units,1194
        minimum,0
        average,9
        maximum,65
    class files,0
        minimum,0
        average,0
        maximum,0
Number of Semicolons,"81,447"
Number of Types,"1,876"
    interface,128
        public,125
        protected,0
        package,0
        private,3
    class,1748
        public,1025
        protected,6
        package,462
        private,255
    public,1150
        interface,125
        class,1025
    protected,6
        interface,0
        class,6
    package,462
        interface,0
        class,462
    private,258
        interface,3
        class,255
Number of Unique Operands,"38,653"
Number of Unique Operators,54
Program Length,"637,238"
Program Vocabulary,"38,707"
Program Volume,"9,711,702.67"
Weighted Methods,"24,422"
