Metric results for commons-math at 6/23/18 5:27 PM

Abstractness,18.4%
Afferent Couplings,0
Average Block Depth,1.11
    minimum,0
    maximum,10
Average Cyclomatic Complexity,1.81
    minimum,1
    maximum,83
Average Depth of Inheritance Hierarchy,3.16
    minimum,1
    maximum,7
Average Lines Of Code Per Method,9.09
    minimum,1
    maximum,316
Average Number of Constructors Per Type,0.95
    minimum,0
    maximum,15
Average Number of Fields Per Type,1.82
    minimum,0
    maximum,39
Average Number of Methods Per Type,7.54
    minimum,0
    maximum,115
Average Number of Parameters,0.71
    minimum,0
    maximum,10
Average Number of Subtypes,0.67
    minimum,0
    maximum,27
Comments Ratio,16.1%
Difficulty,344.85
Distance,0.20
Efferent Couplings,445
Effort,"965,477,322.71"
Instability,1.00
Lines of Code,"52,355"
Number of Characters,"3,835,324"
Number of Comments,"8,464"
    end-of-line,3004
    multi-line,556
    javadoc,4904
Number of Constructors,582
    public,533
    protected,30
    package,1
    private,18
Number of Fields,"1,605"
    instance,1096
        public,0
        protected,357
        package,23
        private,716
    static,509
        public,46
        protected,3
        package,7
        private,453
    public,46
        instance,0
        static,46
    protected,360
        instance,357
        static,3
    package,30
        instance,23
        static,7
    private,1169
        instance,716
        static,453
Number of Lines,"103,689"
Number of Methods,"4,620"
    instance,4255
        public,3310
        protected,340
        package,388
        private,217
    static,365
        public,332
        protected,10
        package,4
        private,19
    public,3642
        instance,3310
        static,332
    protected,350
        instance,340
        static,10
    package,392
        instance,388
        static,4
    private,236
        instance,217
        static,19
Number of Operands,"143,168"
Number of Operators,"67,981"
Number of Packages,68
    compilation units,476
        minimum,0
        average,7
        maximum,36
    class files,0
        minimum,0
        average,0
        maximum,0
Number of Semicolons,"30,243"
Number of Types,612
    interface,73
        public,73
        protected,0
        package,0
        private,0
    class,539
        public,393
        protected,0
        package,76
        private,70
    public,466
        interface,73
        class,393
    protected,0
        interface,0
        class,0
    package,76
        interface,0
        class,76
    private,70
        interface,0
        class,70
Number of Unique Operands,"9,756"
Number of Unique Operators,47
Program Length,"211,149"
Program Vocabulary,"9,803"
Program Volume,"2,799,626.19"
Weighted Methods,"9,812"
