Metric results for commons-math at 6/23/18 3:03 PM

Abstractness,12.8%
Afferent Couplings,0
Average Block Depth,1.15
    minimum,0
    maximum,10
Average Cyclomatic Complexity,1.99
    minimum,1
    maximum,140
Average Depth of Inheritance Hierarchy,2.51
    minimum,1
    maximum,9
Average Lines Of Code Per Method,10.63
    minimum,1
    maximum,639
Average Number of Constructors Per Type,0.77
    minimum,0
    maximum,17
Average Number of Fields Per Type,1.67
    minimum,0
    maximum,315
Average Number of Methods Per Type,5.86
    minimum,0
    maximum,123
Average Number of Parameters,0.78
    minimum,0
    maximum,13
Average Number of Subtypes,0.66
    minimum,0
    maximum,77
Comments Ratio,15.2%
Difficulty,273.13
Distance,0.16
Efferent Couplings,864
Effort,"2,119,467,226.41"
Instability,1.00
Lines of Code,"122,181"
Number of Characters,"8,495,717"
Number of Comments,"18,663"
    end-of-line,7635
    multi-line,1515
    javadoc,9513
Number of Constructors,"1,154"
    public,950
    protected,99
    package,46
    private,59
Number of Fields,"3,340"
    instance,2476
        public,0
        protected,509
        package,439
        private,1528
    static,864
        public,161
        protected,17
        package,13
        private,673
    public,161
        instance,0
        static,161
    protected,526
        instance,509
        static,17
    package,452
        instance,439
        static,13
    private,2201
        instance,1528
        static,673
Number of Lines,"221,978"
Number of Methods,"8,747"
    instance,8102
        public,6640
        protected,423
        package,566
        private,473
    static,645
        public,464
        protected,29
        package,22
        private,130
    public,7104
        instance,6640
        static,464
    protected,452
        instance,423
        static,29
    package,588
        instance,566
        static,22
    private,603
        instance,473
        static,130
Number of Operands,"353,313"
Number of Operators,"160,779"
Number of Packages,103
    compilation units,983
        minimum,0
        average,9
        maximum,61
    class files,0
        minimum,0
        average,0
        maximum,0
Number of Semicolons,"65,291"
Number of Types,"1,492"
    interface,117
        public,115
        protected,0
        package,0
        private,2
    class,1375
        public,829
        protected,6
        package,369
        private,171
    public,944
        interface,115
        class,829
    protected,6
        interface,0
        class,6
    package,369
        interface,0
        class,369
    private,173
        interface,2
        class,171
Number of Unique Operands,"34,926"
Number of Unique Operators,54
Program Length,"514,092"
Program Vocabulary,"34,980"
Program Volume,"7,759,829.40"
Weighted Methods,"19,877"
