Metric results for jfreechart at 6/24/18 7:47 AM

Abstractness,12.5%
Afferent Couplings,0
Average Block Depth,1.18
    minimum,0
    maximum,10
Average Cyclomatic Complexity,2.03
    minimum,1
    maximum,54
Average Depth of Inheritance Hierarchy,3.28
    minimum,1
    maximum,8
Average Lines Of Code Per Method,10.50
    minimum,1
    maximum,312
Average Number of Constructors Per Type,1.18
    minimum,0
    maximum,8
Average Number of Fields Per Type,1.89
    minimum,0
    maximum,49
Average Number of Methods Per Type,9.38
    minimum,0
    maximum,198
Average Number of Parameters,0.96
    minimum,0
    maximum,12
Average Number of Subtypes,0.67
    minimum,0
    maximum,106
Comments Ratio,16%
Difficulty,563.46
Distance,0.12
Efferent Couplings,914
Effort,"3,465,701,429.54"
Instability,1.00
Lines of Code,"126,287"
Number of Characters,"9,572,260"
Number of Comments,"20,229"
    end-of-line,5098
    multi-line,1058
    javadoc,14073
Number of Constructors,"1,166"
    public,1082
    protected,37
    package,1
    private,46
Number of Fields,"2,786"
    instance,1837
        public,14
        protected,36
        package,19
        private,1768
    static,949
        public,526
        protected,43
        package,27
        private,353
    public,540
        instance,14
        static,526
    protected,79
        instance,36
        static,43
    package,46
        instance,19
        static,27
    private,2121
        instance,1768
        static,353
Number of Lines,"279,651"
Number of Methods,"9,272"
    instance,8487
        public,7691
        protected,396
        package,11
        private,389
    static,785
        public,733
        protected,4
        package,0
        private,48
    public,8424
        instance,7691
        static,733
    protected,400
        instance,396
        static,4
    package,11
        instance,11
        static,0
    private,437
        instance,389
        static,48
Number of Operands,"311,715"
Number of Operators,"142,439"
Number of Packages,95
    compilation units,931
        minimum,0
        average,9
        maximum,48
    class files,0
        minimum,0
        average,0
        maximum,0
Number of Semicolons,"70,786"
Number of Types,988
    interface,93
        public,93
        protected,0
        package,0
        private,0
    class,895
        public,839
        protected,7
        package,46
        private,3
    public,932
        interface,93
        class,839
    protected,7
        interface,0
        class,7
    package,46
        interface,0
        class,46
    private,3
        interface,0
        class,3
Number of Unique Operands,"11,894"
Number of Unique Operators,43
Program Length,"454,154"
Program Vocabulary,"11,937"
Program Volume,"6,150,676.96"
Weighted Methods,"21,207"
