Metric results for jfreechart at 6/24/18 7:48 AM

Abstractness,12.5%
Afferent Couplings,0
Average Block Depth,1.18
    minimum,0
    maximum,10
Average Cyclomatic Complexity,2.03
    minimum,1
    maximum,54
Average Depth of Inheritance Hierarchy,3.28
    minimum,1
    maximum,8
Average Lines Of Code Per Method,10.52
    minimum,1
    maximum,312
Average Number of Constructors Per Type,1.18
    minimum,0
    maximum,8
Average Number of Fields Per Type,1.89
    minimum,0
    maximum,49
Average Number of Methods Per Type,9.35
    minimum,0
    maximum,192
Average Number of Parameters,0.96
    minimum,0
    maximum,12
Average Number of Subtypes,0.68
    minimum,0
    maximum,111
Comments Ratio,15.9%
Difficulty,563.98
Distance,0.12
Efferent Couplings,913
Effort,"3,468,516,257.42"
Instability,1.00
Lines of Code,"126,038"
Number of Characters,"9,547,865"
Number of Comments,"20,115"
    end-of-line,5027
    multi-line,1057
    javadoc,14031
Number of Constructors,"1,165"
    public,1082
    protected,37
    package,1
    private,45
Number of Fields,"2,781"
    instance,1835
        public,14
        protected,36
        package,19
        private,1766
    static,946
        public,523
        protected,43
        package,27
        private,353
    public,537
        instance,14
        static,523
    protected,79
        instance,36
        static,43
    package,46
        instance,19
        static,27
    private,2119
        instance,1766
        static,353
Number of Lines,"278,784"
Number of Methods,"9,237"
    instance,8454
        public,7661
        protected,393
        package,11
        private,389
    static,783
        public,731
        protected,4
        package,0
        private,48
    public,8392
        instance,7661
        static,731
    protected,397
        instance,393
        static,4
    package,11
        instance,11
        static,0
    private,437
        instance,389
        static,48
Number of Operands,"311,662"
Number of Operators,"142,494"
Number of Packages,95
    compilation units,930
        minimum,0
        average,9
        maximum,48
    class files,0
        minimum,0
        average,0
        maximum,0
Number of Semicolons,"70,672"
Number of Types,987
    interface,93
        public,93
        protected,0
        package,0
        private,0
    class,894
        public,838
        protected,7
        package,46
        private,3
    public,931
        interface,93
        class,838
    protected,7
        interface,0
        class,7
    package,46
        interface,0
        class,46
    private,3
        interface,0
        class,3
Number of Unique Operands,"11,881"
Number of Unique Operators,43
Program Length,"454,156"
Program Vocabulary,"11,924"
Program Volume,"6,149,990.10"
Weighted Methods,"21,128"
