Metric results for jfreechart at 6/24/18 7:27 AM

Abstractness,13.5%
Afferent Couplings,0
Average Block Depth,1.17
    minimum,0
    maximum,10
Average Cyclomatic Complexity,2.03
    minimum,1
    maximum,57
Average Depth of Inheritance Hierarchy,3.23
    minimum,1
    maximum,8
Average Lines Of Code Per Method,10.42
    minimum,1
    maximum,306
Average Number of Constructors Per Type,1.17
    minimum,0
    maximum,10
Average Number of Fields Per Type,1.99
    minimum,0
    maximum,58
Average Number of Methods Per Type,9.86
    minimum,0
    maximum,231
Average Number of Parameters,0.95
    minimum,0
    maximum,12
Average Number of Subtypes,0.70
    minimum,0
    maximum,135
Comments Ratio,15.5%
Difficulty,622.57
Distance,0.13
Efferent Couplings,"1,011"
Effort,"4,524,627,405.68"
Instability,1.00
Lines of Code,"145,171"
Number of Characters,"10,862,620"
Number of Comments,"22,629"
    end-of-line,5380
    multi-line,1168
    javadoc,16081
Number of Constructors,"1,291"
    public,1201
    protected,38
    package,0
    private,52
Number of Fields,"3,158"
    instance,2148
        public,15
        protected,36
        package,31
        private,2066
    static,1010
        public,546
        protected,43
        package,49
        private,372
    public,561
        instance,15
        static,546
    protected,79
        instance,36
        static,43
    package,80
        instance,31
        static,49
    private,2438
        instance,2066
        static,372
Number of Lines,"320,018"
Number of Methods,"10,843"
    instance,9974
        public,9025
        protected,472
        package,14
        private,463
    static,869
        public,815
        protected,4
        package,0
        private,50
    public,9840
        instance,9025
        static,815
    protected,476
        instance,472
        static,4
    package,14
        instance,14
        static,0
    private,513
        instance,463
        static,50
Number of Operands,"364,358"
Number of Operators,"166,525"
Number of Packages,102
    compilation units,1041
        minimum,0
        average,10
        maximum,52
    class files,0
        minimum,0
        average,0
        maximum,0
Number of Semicolons,"82,731"
Number of Types,"1,099"
    interface,116
        public,116
        protected,0
        package,0
        private,0
    class,983
        public,926
        protected,7
        package,48
        private,2
    public,1042
        interface,116
        class,926
    protected,7
        interface,0
        class,7
    package,48
        interface,0
        class,48
    private,2
        interface,0
        class,2
Number of Unique Operands,"13,168"
Number of Unique Operators,45
Program Length,"530,883"
Program Vocabulary,"13,213"
Program Volume,"7,267,613.31"
Weighted Methods,"24,639"
