Metric results for joda-time at 6/23/18 4:12 AM

Abstractness,11.6%
Afferent Couplings,0
Average Block Depth,1.10
    minimum,0
    maximum,7
Average Cyclomatic Complexity,1.49
    minimum,1
    maximum,46
Average Depth of Inheritance Hierarchy,3.42
    minimum,1
    maximum,7
Average Lines Of Code Per Method,7.81
    minimum,1
    maximum,235
Average Number of Constructors Per Type,1.27
    minimum,0
    maximum,25
Average Number of Fields Per Type,1.99
    minimum,0
    maximum,38
Average Number of Methods Per Type,17.43
    minimum,0
    maximum,128
Average Number of Parameters,0.51
    minimum,0
    maximum,10
Average Number of Subtypes,0.71
    minimum,0
    maximum,12
Comments Ratio,13.3%
Difficulty,740.83
Distance,0.13
Efferent Couplings,367
Effort,"3,652,245,419.28"
Instability,1.00
Lines of Code,"80,391"
Number of Characters,"5,513,788"
Number of Comments,"10,751"
    end-of-line,6087
    multi-line,324
    javadoc,4340
Number of Constructors,643
    public,415
    protected,93
    package,105
    private,30
Number of Fields,"2,028"
    instance,911
        public,58
        protected,10
        package,147
        private,696
    static,1117
        public,136
        protected,0
        package,100
        private,881
    public,194
        instance,58
        static,136
    protected,10
        instance,10
        static,0
    package,247
        instance,147
        static,100
    private,1577
        instance,696
        static,881
Number of Lines,"138,211"
Number of Methods,"8,822"
    instance,8051
        public,7147
        protected,323
        package,375
        private,206
    static,771
        public,627
        protected,3
        package,33
        private,108
    public,7774
        instance,7147
        static,627
    protected,326
        instance,323
        static,3
    package,408
        instance,375
        static,33
    private,314
        instance,206
        static,108
Number of Operands,"263,285"
Number of Operators,"113,155"
Number of Packages,21
    compilation units,312
        minimum,0
        average,14
        maximum,79
    class files,0
        minimum,0
        average,0
        maximum,0
Number of Semicolons,"49,110"
Number of Types,506
    interface,24
        public,23
        protected,0
        package,1
        private,0
    class,482
        public,259
        protected,0
        package,199
        private,24
    public,282
        interface,23
        class,259
    protected,0
        interface,0
        class,0
    package,200
        interface,1
        class,199
    private,24
        interface,0
        class,24
Number of Unique Operands,"8,707"
Number of Unique Operators,49
Program Length,"376,440"
Program Vocabulary,"8,756"
Program Volume,"4,929,879.41"
Weighted Methods,"14,178"
