Metric results for joda-time at 6/23/18 4:20 AM

Abstractness,11.3%
Afferent Couplings,0
Average Block Depth,1.11
    minimum,0
    maximum,7
Average Cyclomatic Complexity,1.51
    minimum,1
    maximum,46
Average Depth of Inheritance Hierarchy,3.39
    minimum,1
    maximum,7
Average Lines Of Code Per Method,7.89
    minimum,1
    maximum,235
Average Number of Constructors Per Type,1.24
    minimum,0
    maximum,25
Average Number of Fields Per Type,2.10
    minimum,0
    maximum,59
Average Number of Methods Per Type,16.69
    minimum,0
    maximum,128
Average Number of Parameters,0.51
    minimum,0
    maximum,10
Average Number of Subtypes,0.69
    minimum,0
    maximum,12
Comments Ratio,13.5%
Difficulty,712.69
Distance,0.13
Efferent Couplings,384
Effort,"3,574,468,107.07"
Instability,1.00
Lines of Code,"81,634"
Number of Characters,"5,567,945"
Number of Comments,"11,057"
    end-of-line,6314
    multi-line,399
    javadoc,4344
Number of Constructors,660
    public,423
    protected,93
    package,114
    private,30
Number of Fields,"2,102"
    instance,955
        public,61
        protected,13
        package,161
        private,720
    static,1147
        public,136
        protected,0
        package,110
        private,901
    public,197
        instance,61
        static,136
    protected,13
        instance,13
        static,0
    package,271
        instance,161
        static,110
    private,1621
        instance,720
        static,901
Number of Lines,"139,981"
Number of Methods,"8,849"
    instance,8119
        public,7125
        protected,320
        package,395
        private,279
    static,730
        public,629
        protected,3
        package,35
        private,63
    public,7754
        instance,7125
        static,629
    protected,323
        instance,320
        static,3
    package,430
        instance,395
        static,35
    private,342
        instance,279
        static,63
Number of Operands,"266,055"
Number of Operators,"114,862"
Number of Packages,26
    compilation units,316
        minimum,0
        average,12
        maximum,79
    class files,0
        minimum,0
        average,0
        maximum,0
Number of Semicolons,"50,164"
Number of Types,530
    interface,24
        public,23
        protected,0
        package,1
        private,0
    class,506
        public,263
        protected,0
        package,202
        private,41
    public,286
        interface,23
        class,263
    protected,0
        interface,0
        class,0
    package,203
        interface,1
        class,202
    private,41
        interface,0
        class,41
Number of Unique Operands,"9,146"
Number of Unique Operators,49
Program Length,"380,917"
Program Vocabulary,"9,195"
Program Volume,"5,015,394.66"
Weighted Methods,"14,405"
