Metric results for closure-compiler at 6/24/18 5:53 AM

Abstractness,9.4%
Afferent Couplings,0
Average Block Depth,1.09
    minimum,0
    maximum,9
Average Cyclomatic Complexity,1.82
    minimum,1
    maximum,175
Average Depth of Inheritance Hierarchy,2.73
    minimum,1
    maximum,8
Average Lines Of Code Per Method,9.13
    minimum,1
    maximum,685
Average Number of Constructors Per Type,0.55
    minimum,0
    maximum,12
Average Number of Fields Per Type,2.19
    minimum,0
    maximum,168
Average Number of Methods Per Type,10.11
    minimum,0
    maximum,1189
Average Number of Parameters,0.61
    minimum,0
    maximum,8
Average Number of Subtypes,0.66
    minimum,0
    maximum,175
Comments Ratio,10.6%
Difficulty,202.26
Distance,0.12
Efferent Couplings,"1,137"
Effort,"1,594,423,857.94"
Instability,1.00
Lines of Code,"180,343"
Number of Characters,"8,756,562"
Number of Comments,"19,207"
    end-of-line,12656
    multi-line,791
    javadoc,5760
Number of Constructors,951
    public,302
    protected,11
    package,486
    private,152
Number of Fields,"4,782"
    instance,3694
        public,162
        protected,91
        package,1209
        private,2232
    static,1088
        public,240
        protected,2
        package,375
        private,471
    public,402
        instance,162
        static,240
    protected,93
        instance,91
        static,2
    package,1584
        instance,1209
        static,375
    private,2703
        instance,2232
        static,471
Number of Lines,"265,554"
Number of Methods,"17,274"
    instance,16349
        public,12038
        protected,545
        package,1574
        private,2192
    static,925
        public,339
        protected,5
        package,292
        private,289
    public,12377
        instance,12038
        static,339
    protected,550
        instance,545
        static,5
    package,1866
        instance,1574
        static,292
    private,2481
        instance,2192
        static,289
Number of Operands,"363,314"
Number of Operators,"144,828"
Number of Packages,45
    compilation units,648
        minimum,0
        average,14
        maximum,260
    class files,0
        minimum,0
        average,0
        maximum,0
Number of Semicolons,"73,126"
Number of Types,"1,707"
    interface,95
        public,55
        protected,0
        package,28
        private,12
    class,1612
        public,496
        protected,4
        package,735
        private,377
    public,551
        interface,55
        class,496
    protected,4
        interface,0
        class,4
    package,763
        interface,28
        class,735
    private,389
        interface,12
        class,377
Number of Unique Operands,"46,701"
Number of Unique Operators,52
Program Length,"508,142"
Program Vocabulary,"46,753"
Program Volume,"7,882,690.64"
Weighted Methods,"33,462"
