Metric results for commons-lang at 6/22/18 11:20 PM

Abstractness,8.2%
Afferent Couplings,0
Average Block Depth,1.27
    minimum,0
    maximum,8
Average Cyclomatic Complexity,1.91
    minimum,1
    maximum,49
Average Depth of Inheritance Hierarchy,3.10
    minimum,1
    maximum,6
Average Lines Of Code Per Method,9.43
    minimum,1
    maximum,225
Average Number of Constructors Per Type,1.16
    minimum,0
    maximum,13
Average Number of Fields Per Type,1.09
    minimum,0
    maximum,30
Average Number of Methods Per Type,12.18
    minimum,0
    maximum,174
Average Number of Parameters,0.73
    minimum,0
    maximum,9
Average Number of Subtypes,0.41
    minimum,0
    maximum,19
Comments Ratio,14.3%
Difficulty,433.77
Distance,0.08
Efferent Couplings,265
Effort,"1,112,928,293.12"
Instability,1.00
Lines of Code,"44,336"
Number of Characters,"3,233,974"
Number of Comments,"6,379"
    end-of-line,3182
    multi-line,213
    javadoc,2984
Number of Constructors,384
    public,301
    protected,13
    package,37
    private,33
Number of Fields,766
    instance,333
        public,0
        protected,37
        package,62
        private,234
    static,433
        public,237
        protected,2
        package,35
        private,159
    public,237
        instance,0
        static,237
    protected,39
        instance,37
        static,2
    package,97
        instance,62
        static,35
    private,393
        instance,234
        static,159
Number of Lines,"85,561"
Number of Methods,"4,010"
    instance,2972
        public,2648
        protected,196
        package,27
        private,101
    static,1038
        public,967
        protected,5
        package,17
        private,49
    public,3615
        instance,2648
        static,967
    protected,201
        instance,196
        static,5
    package,44
        instance,27
        static,17
    private,150
        instance,101
        static,49
Number of Operands,"136,222"
Number of Operators,"62,382"
Number of Packages,24
    compilation units,191
        minimum,0
        average,7
        maximum,37
    class files,0
        minimum,0
        average,0
        maximum,0
Number of Semicolons,"26,519"
Number of Types,329
    interface,11
        public,2
        protected,0
        package,1
        private,8
    class,318
        public,194
        protected,0
        package,80
        private,44
    public,196
        interface,2
        class,194
    protected,0
        interface,0
        class,0
    package,81
        interface,1
        class,80
    private,52
        interface,8
        class,44
Number of Unique Operands,"7,694"
Number of Unique Operators,49
Program Length,"198,604"
Program Vocabulary,"7,743"
Program Volume,"2,565,700.91"
Weighted Methods,"8,447"
