Metric results for commons-lang at 6/22/18 9:14 PM

Abstractness,6.7%
Afferent Couplings,0
Average Block Depth,1.30
    minimum,0
    maximum,7
Average Cyclomatic Complexity,1.98
    minimum,1
    maximum,49
Average Depth of Inheritance Hierarchy,2.83
    minimum,1
    maximum,5
Average Lines Of Code Per Method,10.16
    minimum,1
    maximum,225
Average Number of Constructors Per Type,0.88
    minimum,0
    maximum,13
Average Number of Fields Per Type,1.09
    minimum,0
    maximum,30
Average Number of Methods Per Type,12.33
    minimum,0
    maximum,173
Average Number of Parameters,0.80
    minimum,0
    maximum,9
Average Number of Subtypes,0.32
    minimum,0
    maximum,9
Comments Ratio,14.2%
Difficulty,410.62
Distance,0.07
Efferent Couplings,265
Effort,"1,097,564,210.14"
Instability,1.00
Lines of Code,"44,502"
Number of Characters,"3,366,453"
Number of Comments,"6,343"
    end-of-line,3353
    multi-line,201
    javadoc,2789
Number of Constructors,275
    public,222
    protected,9
    package,37
    private,7
Number of Fields,768
    instance,332
        public,9
        protected,4
        package,84
        private,235
    static,436
        public,195
        protected,4
        package,41
        private,196
    public,204
        instance,9
        static,195
    protected,8
        instance,4
        static,4
    package,125
        instance,84
        static,41
    private,431
        instance,235
        static,196
Number of Lines,"85,576"
Number of Methods,"3,836"
    instance,2790
        public,2474
        protected,200
        package,18
        private,98
    static,1046
        public,961
        protected,0
        package,22
        private,63
    public,3435
        instance,2474
        static,961
    protected,200
        instance,200
        static,0
    package,40
        instance,18
        static,22
    private,161
        instance,98
        static,63
Number of Operands,"142,176"
Number of Operators,"62,510"
Number of Packages,29
    compilation units,176
        minimum,0
        average,6
        maximum,28
    class files,0
        minimum,0
        average,0
        maximum,0
Number of Semicolons,"26,523"
Number of Types,311
    interface,13
        public,5
        protected,0
        package,0
        private,8
    class,298
        public,174
        protected,0
        package,81
        private,43
    public,179
        interface,5
        class,174
    protected,0
        interface,0
        class,0
    package,81
        interface,0
        class,81
    private,51
        interface,8
        class,43
Number of Unique Operands,"8,483"
Number of Unique Operators,49
Program Length,"204,686"
Program Vocabulary,"8,532"
Program Volume,"2,672,926.56"
Weighted Methods,"8,215"
